COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
24247,4,AC,25,5," DeberÕan mejorar en la capacitaciÑn de todos los tipos de trabajadores asÕ como profesores, seguridad, limpieza y tambi_n tener màs espacios de estudio",,,5.0,,3
20953,4,AC,25,3, Docentes de alta calidad y bibliotecas de amplio espacio.,,,5.0,,4
20826,3,AC,20,1, Administrar los horarios para que no se amontonen los alumnos en los espacios,,,5.0,,3
22646,1,AC,13,2, Los deportes,,,4.0,,4
28338,3,FC,108,1, ComunicaciÑn para el principiante,,,4.0,,3
33094,4,PRESENCIAL,224,1, EnseÐanza,,,,,4
22233,4,AC,31,3, sacar esta pagina,,,4.0,,3
5561,4,AC,31,2, su m_todo de enseÐanza,,,5.0,,4
23123,3,AC,24,1, Me gusta que sea grande,,Delegado,5.0,,4
17988,3,AC,14,7, Calidad de servicio,,Delegado,8.0,,3
31322,3,FC,101,1," Los horarios son muy tarde ,lo cual se complica al salir de la sede antes se daban màs temprano las clases",,,4.0,,2
2132,3,AC,25,5, Asegurarse que los profesores sean màs formales. Comprar nuevas carpetas con soporte en la espalda.,,,7.0,,3
21862,4,AC,13,1, Buenos profesores y buena tecnologÕa,,Delegado,6.0,,4
6812,3,AC,20,2, Màs tutorias,,,3.0,,3
25857,2,FC,106,5, Mejores horarios en diferentes cursos,,,3.0,,3
30654,3,FC,101,2, Prof de mate desmotivante,,,4.0,,2
29206,3,FC,101,5," Horarios, y la curricula virtual.",,,4.0,,3
6418,1,AC,31,1, Deben mejorar en crear mas cubiculos.,,,5.0,,3
27040,3,FC,101,5, La disponibilidad de horarios y buenos profesores,,,4.0,,4
7099,3,AC,32,1," La infraestructura, los profesores",,,4.0,,4
6622,1,AC,31,3," Horarios màs flexibles al momento de la matrÕcula, porque mientras avanzan los ciclos hay menos profes y sus respectivos horarios para escoger.",,Delegado,5.0,,3
5721,1,AC,13,1, Mayor dinamica en la clases o màs interacciÑn con el usuario,,Delegado,6.0,,2
17680,4,AC,3,2, La enseÐanza,,,6.0,,4
23746,3,AC,26,1, Demasiados alumnos,,,5.0,,2
20301,2,AC,5,1, Tienen buena enseÐanza,,,4.0,,3
22716,1,AC,14,1, Los buenos profesores,,,6.0,,4
9205,1,AC,37,9, La matrÕcula los estacionamientos,,Delegado,6.0,,2
13876,2,AC,25,1, la calidad de los docentes y la infraestructura que es de primer nivel,,,3.0,,4
31020,2,FC,105,5, Mas programas de informaciÑn Estacionamiento màs grande programas deportivos en todas las sedes,,,5.0,,3
13785,1,AC,7,1, Mayor àrea de para poder hacer trabajos al aire libre,,Delegado,4.0,,3
5615,3,AC,31,2, DeberÕa haber màs espacios para estudiar y para entretenimiento como mejorar el gym o hacer una piscina.,,,6.0,,3
30422,4,PRESENCIAL,213,1, No es muy riguroso en sus evaluaciones,,,,,2
11412,3,AC,7,3, Exigete,,,5.0,,4
4791,1,AC,31,2," Campus, profes calificados, m_todos de enseÐanza muy didàcticos",,Delegado,6.0,,4
19974,3,AC,32,2, El uso de tecnologia moderna,,,6.0,,4
18245,1,AC,4,2, Los horarios,,,3.0,,3
32577,2,FC,104,2, La experiencia de los profesores en las àreas de estudio,,,2.0,,4
31679,3,FC,101,6," El horario, la accesibilidad de los materiales necesarios para estudiar, sus cafeterÕas",,,5.0,,4
21598,4,AC,5,2, Es una universidad muy competente que constantemente se preocupa por sus alumnos,,,5.0,,4
17200,3,AC,5,1," Valoro la calidad de los profesores, su buena actitud al momento de enseÐar y su gran paciencia.",,,3.0,,4
8778,3,AC,25,4," Los cursos blended no deben de ser para cursos de matematicas o calculos. Seria genial que en las carreras de ingenieria salgan mas al campo, para conocer mas y tener una mejor perspectiva. Deberiamos tener un laboratorio de sismos para la carrera de ing civil. Tengo f_ de que dicha carrera en universidad pueda ser la mejor a nivel nacional, estarÕa en boca de todos.",,,7.0,,3
30518,3,FC,103,6," Cuando ingrese a la universidad, la instituciÑn me hacÕa sentir que sus alumnos le interesaban pero luego me di con la sorpresa que no porque tienen p_simas opciones de comunicaciÑn, en algunos casos puntuales los profesores son de mala calidad, los baÐos de los estacionamientos normalmente huelen horrible y no dan facilidad al momento de las matrÕculas porque no abren muchos cursos.",,Delegado,2.0,,1
13778,1,AC,7,1, La calidad de enseÐanza que nos das y los diferentes servicios.,,,3.0,,4
30456,4,PRESENCIAL,213,1," La experiencia de los profesionales quienes comparten su experiencia y conocimiento con nosotros. Se recomienda mejorar el àrea administrativa correspondiente a los envÕos de informaciÑn y avisos de la maestrÕa, la cual son un elemento importante en el desarrollo del programa.",,,,,4
18342,1,AC,13,2, Que tienes acceso a cursos de carrera màs rapido que otras universidades y puedes darte cuenta si en serio era la carrera que querÕas .,,Delegado,7.0,Deportista,4
10963,1,AC,33,13, Exigencia y enseÐanza de calidad,,,2.0,,4
21564,1,AC,33,2," Los espacios para estudiar, y las diferentes àreas de entretenimiento",,Delegado,6.0,,4
8649,4,AC,29,3, Su infraestrucutura,,,4.0,,3
7042,1,AC,5,3," Mejaras en cuanto a el soporte a la hora de la matricula, y el contacto por contacto web",,,5.0,,3
14594,3,AC,25,1, Por los buenos servicios que nos brinda y ademàs por tener buenos profesores.,,,5.0,,4
20864,3,AC,20,7, No buscan egresados de calidad si no en cantidad. No me gusta eso acerca de la universidad. Hay carreras y cursos que tienen poco nivel de exigencia.,,Delegado,5.0,,2
32897,3,FC,106,2, Bajar la pension,,,2.0,,3
26263,2,FC,108,9," Suben los precios, nunca contestan los tel_fonos, tienen un mal servicio al alumno, los horarios no cudran, no sirve q tengas buen promedio",,,3.0,,1
19919,3,AC,31,8," Servicio, cuando intento comunicarme por tel_fono con la universidad me dicen que la lÕneas estàn saturadas",GEA,,5.0,,2
23269,3,AC,31,7, mejorar los horarios intercedes,,,7.0,,3
15731,1,AC,33,3, Tiene buen plan acad_mico,,,5.0,,3
13844,3,AC,16,1, Encontre muchas amigas y eso hace màs divertido mi vida universitaria,,,5.0,,4
28739,3,FC,107,4," La universidad es buena, pero le falta espacios de capacitacion para jovenes de EPE",,Delegado,4.0,,3
26551,2,FC,107,5," EnseÐanza, metodologÕa, experiencia de los profesores y conocimiento de los mismos",,,2.0,,4
20609,1,AC,5,1, No deberÕan de poner cursos blended en lo que es matemàticas.,,,6.0,,1
33458,4,PRESENCIAL,219,1," En el sistema de SÑcrates constantemente se cuelga y no permite el ingreso, no identifico ràpidamente mi cÑdigo y contraseÐa",,,,,4
29629,3,FC,101,1, Hacer las clases mas dinamicas y didactias,,,4.0,,3
18107,4,AC,5,1, A veces no hay una buena organizacion,,,6.0,,3
3001,2,AC,5,2, La aplicaciÑn sea para todos los celulares,,,5.0,,3
4077,3,AC,5,2," Las clases blended no debe ser para cursos de numeros, eso se debe a que se preocupan mas por el ingreso de alumnos.",,,5.0,,3
9881,3,AC,7,7, profes,,,5.0,,4
7285,3,AC,3,3," Wifi, matricula , espacios para estudiar",,Delegado,5.0,,3
9043,3,AC,15,1, Que los profesores son puntuales y dinàmicos.,,,7.0,,4
17027,3,AC,39,2, Hay mucha sobrepoblacion de alumnos en los campus,,,5.0,,3
20314,1,AC,25,4, La innovaciÑn,,Delegado,5.0,Deportista,4
3391,1,AC,25,3, Presenta convenios con otras universidades (internacionales).,,,4.0,,4
5353,2,AC,5,1, La Tecnologia e infraestructura,,Delegado,6.0,,4
29819,2,FC,106,8," A veces el servicio por la central telefÑnica no es buena, se tiene que esperar mucho tiempo para algunas consultas que se tienen y que son para respuesta al momento. Con respecto a la enseÐanza es buena, hay buenos profesores pero algunos no cumplen con el total de horas, terminan la clase con mucho màs tiempo de anticipaciÑn del que deberÕa terminar.",,,2.0,,3
23266,4,AC,2,2, La atenciÑn e infraestructura del campus. San Isidro es muy chico para tantos alumnos.,,,6.0,,3
27813,4,FC,101,8, EL PRESTIGIO QUE TIENE,,,3.0,,4
3105,3,AC,18,1, Äl blackboard malaso los de atenciÑn al alumno n oda en qu_ hacer y cierran cursos necesarios para la carrera sin importar lo que pase con los demàs muy pocos profesores,,,4.0,,1
7583,1,AC,33,2, La tecnologÕa y el trato a los alumnos,,Delegado,6.0,,4
26868,3,FC,104,6," En el proceso de matrÕcula. Es demasiado frustrante hacer todo el procedimiento online y muchas màs cuando la universidad no te apertura los cursos que deberÕas, se demoran aÐos en responder y en los peores de los casos no te dan soluciÑn.",,,2.0,,3
16255,3,AC,5,4, QUITAR LA MODALIDAD BLENDED EN CURSOS DE MATEMTICA DONDE SE REQUIERE DE FULL PRCTICA Y EJERCICIOS EN CLASE,GEA,,7.0,,3
15018,2,AC,25,1, Porque tiene todo lo que necesita un universitario,,,3.0,,4
19543,3,AC,13,2, No me ofrecieron facilidades cuando ocurriÑ un problema con mi matrÕcula.,,,6.0,,2
28319,1,FC,107,4, Precios de las mensualidades,,Delegado,3.0,,3
10249,1,AC,7,1, La calidad de enseÐanza y la tecnologÕa que emplea,,,4.0,,4
10913,1,AC,4,1, Cada ciclo suben la pensiÑn y aumenta el alumnado.,,,5.0,,2
8131,4,AC,3,1, En sistemas de proteccion y o apoyo medico al alumno puesto que ya tuve compaÐeros que se accidentaron como por ejemplo les cayo encima una ventana y lo unico que recibieron fueron gasas y alcohol,,,6.0,,3
18655,4,AC,29,5, Deben permitir que los alumnos usen los laboratorios para avanzar sus proyectos. Estàn vacÕos por las puras y los laboratorios virtuales estàn obsoletos.,,Delegado,7.0,,3
7759,1,AC,35,1, Las facilidades que me dan,,,4.0,,4
29053,3,FC,107,6," Hay muchas facilidades respecto campus, estàn muy bien organizados. Sin embargo, un factor en contra es el costo.",,,5.0,,3
16041,3,AC,18,3, no existe el derecho al alumno,,,6.0,,2
30474,2,FC,106,2, Prestigio,,,4.0,,4
29134,3,FC,108,7, Experiencia de los profesores,,,4.0,,4
17821,4,AC,3,1, deben mejorar en algunos temas logÕsticos,,,6.0,,3
7534,3,AC,7,3," Para querer tener màs capacidad de alumno debe haber màs espacio, y tambi_n cumplir con los estudiantes de ahora",,,5.0,,3
618,1,AC,31,1, Su tecnologÕa,,,4.0,,3
21300,1,AC,33,2, PlanificaciÑn de materiales de clase,,,6.0,,3
5049,1,AC,5,3, Deben haber mas cubiculos y talleres y los cursos de numeros no deberian ser blended,,,7.0,,3
15220,3,AC,32,1, Pokemon Go,,,6.0,,3
19183,1,AC,9,4," El internet es demasiado lento, el proceso de matricula es incÑmodo, deberÕan hacer mas actividades artisticas.",,Delegado,4.0,,2
13702,4,AC,5,3," Mejores ascensores, mejor atenciÑn al alumno y en it service, mejores horarios, mas espacios para estudiar en la sede san Isidro, mas rapidez en contacto web",,,5.0,,3
18821,4,AC,13,5, Mi clase de t_cnicas de expresiÑn audiovisual no mos enseÐan a editar y es necesario,,,7.0,,3
23662,4,AC,13,2, Me gusta la enseÐanza,,,3.0,,4
16720,3,AC,31,1," Tiene una infraestructura muy buena, es calida con los alumnos y posee un sistema de evaluacion muy bueno",,,5.0,,4
7124,1,AC,25,1, Porque la tecnologÕa y tambi_n por el logro que va haciendo la universidad,,,4.0,,3
12296,1,AC,7,1, Por el tipo de enseÐanza y la calidad de los profesores que tienen,,,3.0,,4
14542,3,AC,7,1, Aprendi a expresarme con confianza y hacer amigos de differentes entornos y mas aun las clases,,,4.0,,4
17108,3,AC,24,1," cuando ocurre un cambio de malla, actualizarlo para la hora de la matricula no tener problemas; que el internet no se desactive cada vez que se transporta por el campus",,,5.0,,3
20231,3,AC,5,1, Las clases que dictan los profesores,,,5.0,,4
11956,3,AC,2,6," ltimamente los profesores que me han tocado son de primera calidad, pero he tenido una mala enseÐanza por parte de unos pocos. Se deberÕa poner estàndares màs estrictos para la selecciÑn de los profesores. Por otra parte, se deberÕa devolver los expendedores de agua, ya que es vital beber agua. Finalmente, se deberÕan hacer màs programas de apoyo a los alumnos para el desarrollo de proyectos, tengo entendido que otras universidades tienen màs y mejores programas que los nuestros; no quisiera qu",,Delegado,6.0,,3
18715,4,AC,11,7, Atencion al alumno,GEA,Delegado,7.0,,2
2688,4,AC,25,1," El m_todo de enseÐanza es muy bueno y no dudarÕa en recomendarlo. No obstante, el sistema en algunos momento falla cuando quieres ver tus notas o quieres solicitar un servicio como el intranet.",,,4.0,,4
7271,4,AC,2,2," Espacios libres, el cambio de deskotps a iPads fue lo peor que se ha hecho,muy buenosprofesores",,,5.0,,3
6871,3,AC,21,2," La plana docente està constituido por muy buenos profesionales,pero tambi_n con malos profesores que nunca en su vida pensaron ser educadores .lo cual me parece incoherente pagar una pensiÑn elevada por escuchara una clase sin sentido",,,6.0,,2
29549,3,FC,107,2, La organizaciÑn de la instituciÑn y la calidad de enseÐanza,,Delegado,5.0,,3
29931,3,FC,109,5, Que algunas ingenierÕas deberÕan tener mas horas de estudio prescencial,,,4.0,,3
10197,1,AC,28,2, Porque tiene buenas carreras ademas de tener muy buena infrestructura y buena enseÐanza,,,5.0,,3
2468,2,AC,5,1, Las oportunidades que brinda,,,5.0,,4
1778,2,AC,7,1," Los cambios de profesores , en mi carrera, de arquitectos del taller vocacional. Es inaceptable que nos hallan cambiado de profesor luego de la primera clase. Quisiera en verdad que me den una buena soluciÑn",,,4.0,,1
1096,3,AC,27,1, las clases,,Delegado,5.0,,4
33198,1,FC,102,4, La pensiÑn va aumentando ciclo a ciclo. DeberÕa ser pensiÑn fija por la carrera.,,,4.0,,4
30938,4,FC,107,2," talleres los domingos, y que se dicten cursos sabados por la tarde",,,4.0,,3
13820,1,AC,37,7, Area administrativa.,,,6.0,,3
3481,3,AC,7,2, Brindar materiales para estudiantes de arquitectura.,,,5.0,,3
31584,2,FC,101,1, servicio y profesores,,Delegado,4.0,,4
32640,2,FC,106,1," Desde que me inscribÕ (28ago) ha sido error tras error y hasta ahora sigo esperando que emitan el Tiu y carnet universitario. Es increÕble. Ah, encima siguen cobràndome 999, sin aplicar el descuento del 10 porciento por cuenta sueldo en el Scotiabank.",,,4.0,,3
11562,3,AC,32,1, Se debe mejorar la calidad del wifi,,,4.0,,3
22251,4,AC,15,1, Mon laferte rules,,,5.0,,3
16352,1,AC,3,3," Màs computadoras, màs salas de lectura, porque entre las 10 am y las 8 pm faltan computadoras, cubÕculos y la sala de lectura està repleta. Tambi_n, que vuelvan las computadoras a los salones, estàbamos mas cÑmodos.",,,7.0,,3
10141,3,AC,13,3, Porque me gusta su enseÐansa,,,6.0,,4
14312,3,AC,20,1, Mas orden,,,4.0,,2
1952,4,AC,9,2, Màs àreas verdes y màs sillones para poder descansar cuando hayan huecos,,,6.0,,3
4063,2,AC,5,1, Muy especializada en la formacion de los estudiantes y excelente plana docente,,,4.0,,4
12880,3,AC,5,6, AtenciÑn adminiatrativa y proceso de matrÕcula,GEA,,7.0,,3
23103,3,AC,34,1, El entorno.,,,5.0,,4
28320,1,FC,109,4, Los campus son completos,,,2.0,,4
24858,3,AC,10,3," Màs àreas deportivas, menos escolarizaciÑn del m_todo educativo. El enfoque empresarial no debe de ser el Ïnico enfoque. Profesores que tenga intenciÑn de compartir conocimiento, no de monopolizarlo",,,5.0,,3
24460,4,AC,3,1," La enseÐanza es buena, pero se pasan con los cobros. Està bien que sea una particular pero por todo cobran y suben la pensiÑn cada ciclo, deberÕan pensar que no todos tenemos la economÕa suficiente como para gastar cada aÐo màs de lo normal.",,,4.0,,3
16453,3,AC,7,1, en que no deberÕan permitir que fumen en la puerta de la universidad,,,3.0,,3
25679,1,FC,109,5, Muy caro cuando llevas dos cursos por mÑdulo,,,3.0,,2
3440,4,AC,2,4, Es una buena Universidad,,,6.0,,3
15625,3,AC,9,1, Un Internet màs ràpido,,,6.0,,3
4065,3,AC,14,8, Proceso de matrÕcula,,,4.0,,3
9737,2,AC,31,1, Mejora en el sistema de internet,,,2.0,,3
30980,3,FC,101,8, El convenio Internacional y metodologia de estudio,,,3.0,,4
31988,3,FC,105,7, La atenciÑn al alumno es p_sima,,,4.0,,2
9507,3,AC,27,2," Falta talleres en los cursos como fisica, estatica, estadistica, calculo 2, etc ya que son cursos que la mayoria de estudiantes presentan dificultades , ademas mas tolerancia en las asistencias",,,4.0,,3
839,1,AC,9,2, Su sistema de atenciÑn al alumnos es muy lerda!,,Delegado,6.0,,2
18907,3,AC,28,9, DeberÕan habilitar la opciÑn multisede. Es muy Ïtil.,,,3.0,,3
13624,2,AC,7,1," Los cursos, los profesores, la tecnologÕa, el buen ambiente.",,Delegado,3.0,,4
11087,4,AC,25,4, La universalidad de conocimiento en materias de carrera,,,4.0,,4
10516,4,AC,25,2, su calidad de enseÐanza es buena,,,6.0,,4
33324,3,FC,109,11, Me gusto el programa epe Me gusto el programa ep,,,4.0,,4
2401,3,AC,5,2," Que no cuidan bien los exàmenes, y luego perjudican al alumno y no se responsabilizan por esa falta de seguridad",,,5.0,,2
9773,3,AC,5,2, Mejorar en el m_todo de enseÐanza en todos los profesores .,,,6.0,,3
31638,3,FC,105,9, El curso de ingl_s,,,3.0,,1
6695,4,AC,15,5, La infraestructura y las comodidades al momento de estudiar (la biblioteca o cubÕculos) son excelentes. Sin embargo considero que deberÕan haber mayor cantidad becas para los alumnos de GEA.,GEA,,8.0,,3
33347,2,FC,108,10," Son muchos factores. Nueva politica para las sedes, horario de las sedes los fines de semana, etc",,,4.0,,2
29608,3,FC,100,5, Por la flexibilidad de horarios y la calidad de algunos de sus profsores,,,5.0,,4
10531,3,AC,6,1, La enseÐanza,,,5.0,,4
13428,1,AC,3,2," Porque es una buena universidad, innovadora y recomendable para los que quieran ingresar a una universidad",,,6.0,,4
14472,3,AC,31,5, Menos clases blended,,,4.0,,3
7876,1,AC,25,2," Dan una buena antencion al alumno, Ñsea hay cubiculos de estudios, zonas para destinadas para hacer deporte, la tecnologÕa q se emplea en clases es buena y hasta hay especialistas para los que son seleccionados de deportes por la universidad",,,4.0,Deportista,4
4777,3,AC,11,4, No incrementar la pensiÑn cada ciclo y de ser asÕ facilitarle algunas cosas a los alumnos como el duplicado del tiu. Ademàs de mejorar la ventilaciÑn en el pabellÑn A de la sede Monterrico.,,,6.0,,3
3131,3,AC,25,9, Mejorar calidad de atencion al alumno,,,7.0,,3
10336,3,AC,34,4," Mejorar el tratamiento acustico de los salones. No es posible que pongan parlantes de escritorio para un salon de 40 personas. Sobretodo, a las aulas en las que se dictara cursos de la carrera de musica deben contar con tratamiento acustico, o por lo menos con mejores equipos de sonido ubicos estrategicamente.",,,6.0,,3
25797,3,FC,107,4, Los buenos docentes que tenemos. La buena infraestructura que tiene la Universidad.,,Delegado,5.0,,4
12327,4,AC,5,3, Mejorar en tener màs horarios disponibles en la matricula,,,4.0,,3
13694,3,AC,18,3," En organizar mejor los cursos con respecto a tareas o trabajos que se derivan, ya que el tiempo que tenemos en la semana es muy corto.",,Delegado,8.0,,3
26,2,AC,5,1, No me agradan mucho las clases Blended,,,5.0,,2
21747,4,AC,31,2, La innovsciÑn en quw hace la universidad,,,4.0,,4
23943,3,AC,11,3, Hay demasiado alumnado. Deben hacer mas campus.,,,6.0,,2
30651,2,FC,106,9, Demoran en atender al alumno. Los servicios no son buenos en su totalidad. Llenamos encuestas pero hacen caso omiso a la misma.,,,3.0,,2
